       	gene_id 	go_terms
  1713 	g34680  	GO:0004197(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)
  1715 	g32945  	GO:0005515(InterPro)
  1719 	g21625  	GO:0016020(PANTHER)|GO:0035673(InterPro)
  1722 	g4153   	GO:0007165(InterPro)
  1725 	g2714   	GO:0004842(InterPro)
  1734 	g18338  	GO:0007165(InterPro)
  1737 	g276    	GO:0004364(InterPro)|GO:0006749(InterPro)
  1739 	g17421  	GO:0005829(PANTHER)|GO:0006281(PANTHER)|GO:0016607(PANTHER)|GO:0033045(PANTHER)|GO:0043007(PANTHER)|GO:2000042(PANTHER)
  1740 	g21329  	GO:0043531(InterPro)
  1741 	g16988  	GO:0016020(InterPro)|GO:0016757(InterPro)
  1743 	g15279  	GO:0045892(InterPro)
  1744 	g25274  	GO:0047804(InterPro)|GO:0071266(InterPro)
  1749 	g25852  	GO:0005737(InterPro)|GO:0006886(InterPro)
  1753 	g34675  	GO:0030599(InterPro)|GO:0042545(InterPro)
  1755 	g16731  	GO:0006412(PANTHER)|GO:0008097(PANTHER)|GO:0022625(PANTHER)
  1758 	g26365  	GO:0003676(InterPro)
  1760 	g609    	GO:0010088(InterPro)
  1761 	g8690   	GO:0016616(InterPro)
  1765 	g35329  	GO:0005515(InterPro)
  1766 	g29472  	GO:0030246(InterPro)
  1768 	g33461  	GO:0003676(InterPro)
  1770 	g13621  	GO:0003723(PANTHER)
  1772 	g24827  	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009910(PANTHER)|GO:0010228(PANTHER)
  1773 	g20809  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  1778 	g32160  	GO:0008970(InterPro)
  1780 	g26972  	GO:0000166(InterPro)|GO:0004812(InterPro)|GO:0005524(InterPro)|GO:0006418(InterPro)
  1791 	g26698  	GO:0003723(InterPro)
  1799 	g10340  	GO:0004190(InterPro)|GO:0006508(InterPro)
  1800 	g5075   	GO:0005975(InterPro)
  1801 	g21966  	GO:0097602(PANTHER)|GO:2000060(PANTHER)
  1802 	g22104  	GO:0005515(InterPro)
  1804 	g7395   	GO:0004842(InterPro)|GO:0016567(InterPro)
  1810 	g124    	GO:0005524(InterPro)|GO:0140662(InterPro)
  1812 	g5263   	-
  1814 	g11910  	GO:0016787(InterPro)
  1815 	g10417  	GO:0016887(InterPro)
  1821 	g15782  	GO:0005525(InterPro)|GO:0006614(InterPro)
  1829 	g25040  	GO:0015074(InterPro)
  1832 	g22297  	GO:0006812(InterPro)|GO:0008324(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
  1835 	g23477  	GO:0005198(InterPro)|GO:0006886(InterPro)|GO:0016192(InterPro)|GO:0030130(InterPro)|GO:0030132(InterPro)
  1837 	g24648  	GO:0005515(InterPro)
  1840 	g33359  	GO:0009055(InterPro)
  1843 	g22541  	GO:0003676(InterPro)
  1846 	g861    	GO:0005975(InterPro)
  1851 	g27030  	GO:0044255(PANTHER)
  1852 	g29827  	GO:0000785(PANTHER)|GO:0005634(PANTHER)|GO:0006281(PANTHER)|GO:0007064(PANTHER)|GO:0007064(InterPro)
  1853 	g6462   	GO:0003677(InterPro)|GO:0006355(InterPro)
  1857 	g15692  	GO:0005215(PANTHER)|GO:0005886(PANTHER)|GO:0008643(InterPro)|GO:0015293(InterPro)|GO:0016020(InterPro)|GO:0071702(PANTHER)
  1858 	g22584  	GO:0005515(InterPro)
  1860 	g32412  	GO:0005515(InterPro)
  1865 	g18682  	GO:0003676(InterPro)|GO:0008270(InterPro)
  1866 	g25737  	GO:0000175(PANTHER)
  1868 	g5950   	GO:0016841(InterPro)
  1871 	g32423  	GO:0005524(InterPro)
  1881 	g9881   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  1883 	g3376   	GO:0016787(InterPro)
  1884 	g15971  	GO:0016020(InterPro)
  1887 	g23067  	GO:0035251(InterPro)
  1888 	g15290  	GO:0043531(InterPro)
  1889 	g36693  	GO:0005515(InterPro)
  1892 	g14123  	GO:0016020(InterPro)
  1894 	g2974   	GO:0004499(InterPro)|GO:0050660(InterPro)|GO:0050661(InterPro)
  1896 	g10108  	GO:0004252(InterPro)|GO:0006508(InterPro)
  1901 	g34690  	GO:0003676(InterPro)
  1903 	g33634  	GO:0005576(InterPro)
  1908 	g29187  	GO:0005524(InterPro)
  1915 	g1674   	GO:0004722(InterPro)|GO:0006470(InterPro)
  1916 	g26662  	GO:0003676(InterPro)|GO:0004519(InterPro)|GO:0008270(InterPro)
  1917 	g19719  	GO:0030247(InterPro)
  1918 	g3373   	GO:0016787(InterPro)
  1919 	g14996  	GO:0003676(InterPro)|GO:0008270(InterPro)
  1920 	g17243  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  1936 	g15891  	GO:0015112(InterPro)
  1938 	g19657  	GO:0003676(InterPro)
  1947 	g5409   	GO:0051983(InterPro)
  1948 	g24991  	GO:0005886(PANTHER)|GO:0009506(PANTHER)|GO:0098542(InterPro)
  1949 	g432    	GO:0007165(InterPro)
  1952 	g14036  	GO:0140359(InterPro)
  1970 	g23834  	GO:0005515(InterPro)
  1978 	g36756  	GO:0000225(PANTHER)|GO:0005783(PANTHER)|GO:0016811(PANTHER)
  1979 	g15951  	GO:0005634(InterPro)|GO:0006351(InterPro)
  1981 	g19090  	GO:0005515(InterPro)
  1986 	g30691  	GO:0007131(InterPro)|GO:0051177(InterPro)|GO:0051321(InterPro)
  1987 	g12241  	GO:0009570(PANTHER)
  1994 	g15452  	GO:0005515(InterPro)
  2000 	g6217   	GO:0006812(PANTHER)|GO:0008324(PANTHER)|GO:0016020(PANTHER)
  2003 	g1855   	-
  2004 	g27488  	GO:0006486(InterPro)|GO:0016757(InterPro)
  2005 	g9891   	-
  2006 	g11351  	GO:0006535(InterPro)
  2007 	g22105  	GO:0010162(InterPro)
  2008 	g14473  	GO:0016747(InterPro)
  2012 	g32643  	GO:0004540(InterPro)
  2013 	g30238  	GO:0042910(InterPro)|GO:1990961(InterPro)
  2017 	g14930  	GO:0003723(InterPro)|GO:0009451(InterPro)
  2024 	g16412  	GO:0043069(PANTHER)
  2025 	g34978  	GO:0003677(InterPro)|GO:0003824(InterPro)
  2030 	g19229  	GO:0016491(InterPro)
  2031 	g9357   	GO:0003824(InterPro)
  2033 	g25612  	GO:0016192(InterPro)
  2035 	g12834  	GO:0004672(InterPro)|GO:0006468(InterPro)
  2038 	g35047  	GO:0004347(InterPro)|GO:0006094(InterPro)|GO:0006096(InterPro)
  2052 	g1335   	GO:0005515(InterPro)
  2062 	g27905  	GO:0009694(PANTHER)|GO:0009696(PANTHER)|GO:0080030(PANTHER)|GO:0080031(PANTHER)|GO:0080032(PANTHER)
  2063 	g1765   	GO:0008270(InterPro)|GO:0016787(InterPro)
  2068 	g556    	GO:0005388(PANTHER)|GO:0005886(PANTHER)|GO:0019829(PANTHER)|GO:0043231(PANTHER)
  2077 	g26679  	GO:0009507(PANTHER)
  2078 	g8876   	GO:0003824(InterPro)
  2087 	g13473  	GO:0008643(PANTHER)|GO:0016020(PANTHER)|GO:0051119(InterPro)|GO:0051119(PANTHER)
  2088 	g15538  	GO:0004842(InterPro)|GO:0016567(InterPro)
  2098 	g8610   	GO:0009058(InterPro)|GO:0030170(InterPro)
  2101 	g28248  	GO:0015630(PANTHER)|GO:0016887(PANTHER)|GO:0051013(PANTHER)
  2106 	g5595   	GO:0004364(PANTHER)|GO:0005737(PANTHER)|GO:0006749(PANTHER)
  2108 	g13607  	GO:0003677(InterPro)|GO:0005634(InterPro)
  2113 	g10544  	GO:0005634(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
  2117 	g16503  	GO:0005576(InterPro)
  2129 	g32957  	GO:0005515(InterPro)
  2136 	g27978  	GO:0006885(PANTHER)|GO:0012505(PANTHER)|GO:0098662(PANTHER)
  2138 	g8604   	GO:0005515(InterPro)
  2140 	g27022  	GO:0004553(InterPro)|GO:0005975(InterPro)
  2150 	g18879  	GO:0007165(InterPro)
  2153 	g29944  	GO:0005524(InterPro)|GO:0005634(InterPro)|GO:0006355(InterPro)
  2157 	g8124   	GO:0005515(InterPro)
  2170 	g13204  	GO:0016020(PANTHER)
  2171 	g26827  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  2175 	g1415   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  2180 	g13686  	GO:0015267(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
  2189 	g25407  	GO:0005509(InterPro)
  2195 	g28885  	GO:0005509(InterPro)|GO:0009523(InterPro)|GO:0009654(InterPro)|GO:0015979(InterPro)|GO:0019898(InterPro)
  2196 	g6355   	GO:0000398(PANTHER)|GO:0000398(InterPro)|GO:0005681(PANTHER)
  2199 	g36587  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  2216 	g35815  	GO:0010024(PANTHER)
  2219 	g24050  	GO:0005227(InterPro)|GO:0005227(PANTHER)|GO:0005886(PANTHER)
  2221 	g3312   	GO:0005515(InterPro)
  2223 	g30775  	GO:0016020(InterPro)|GO:0016757(InterPro)
  2224 	g24000  	GO:0016830(InterPro)|GO:0019752(InterPro)|GO:0030170(InterPro)
  2229 	g5530   	GO:0005576(PANTHER)|GO:0017040(InterPro)|GO:0017040(PANTHER)|GO:0042759(PANTHER)|GO:0046512(PANTHER)|GO:0046514(InterPro)|GO:0046514(PANTHER)
  2230 	g12289  	GO:0000045(PANTHER)|GO:0000407(PANTHER)|GO:0000422(PANTHER)|GO:0006914(InterPro)|GO:0030242(PANTHER)|GO:0032266(PANTHER)|GO:0034727(PANTHER)|GO:0043495(PANTHER)|GO:0061709(PANTHER)|GO:0061723(PANTHER)|GO:0061908(PANTHER)
  2233 	g8052   	GO:0005515(InterPro)
  2238 	g1127   	GO:0006355(InterPro)
  2243 	g35939  	GO:0003676(InterPro)|GO:0006139(InterPro)|GO:0008408(InterPro)
  2250 	g22076  	GO:0005515(InterPro)
  2252 	g8601   	GO:0003677(InterPro)
  2259 	g11716  	GO:0009245(InterPro)|GO:0103117(InterPro)
  2262 	g28296  	GO:0003677(PANTHER)|GO:0003904(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0032922(PANTHER)|GO:0043153(PANTHER)|GO:0071949(PANTHER)
  2263 	g1252   	GO:0003824(InterPro)|GO:0051536(InterPro)
  2268 	g24621  	GO:0003887(InterPro)
  2273 	g9391   	GO:0004864(InterPro)|GO:0009738(InterPro)|GO:0010427(InterPro)|GO:0038023(InterPro)
  2284 	g30995  	GO:0003677(InterPro)|GO:0006355(InterPro)
  2288 	g36926  	GO:0005794(PANTHER)|GO:0016757(PANTHER)
  2289 	g21780  	GO:0006629(InterPro)|GO:0008374(InterPro)
  2291 	g36874  	GO:0000978(PANTHER)|GO:0001006(PANTHER)|GO:0019185(PANTHER)|GO:0042795(PANTHER)|GO:0042796(PANTHER)
  2292 	g6682   	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
  2303 	g5683   	GO:0004722(InterPro)|GO:0006470(PANTHER)|GO:0006470(InterPro)
  2304 	g31425  	GO:0008270(InterPro)
  2306 	g22097  	GO:0008428(InterPro)|GO:0051252(InterPro)
  2307 	g26695  	GO:0046983(InterPro)
  2310 	g8133   	GO:0004672(InterPro)|GO:0006468(InterPro)
  2315 	g16873  	GO:0004527(InterPro)|GO:0004527(PANTHER)|GO:0005634(PANTHER)
  2317 	g12515  	GO:0008194(InterPro)
  2320 	g19836  	GO:0015743(InterPro)
  2321 	g33939  	GO:0033179(InterPro)|GO:0046961(InterPro)|GO:1902600(InterPro)
  2325 	g32660  	GO:0004650(InterPro)|GO:0005975(InterPro)
  2326 	g36254  	GO:0003777(InterPro)|GO:0005524(InterPro)|GO:0007018(InterPro)|GO:0008017(InterPro)
  2337 	g33099  	GO:0010088(InterPro)
  2338 	g35359  	GO:0004252(InterPro)|GO:0006508(InterPro)
  2341 	g25281  	GO:0003677(InterPro)|GO:0003899(InterPro)|GO:0006351(InterPro)
  2345 	g17134  	GO:0004843(InterPro)
  2348 	g21810  	GO:0015074(InterPro)
  2350 	g35599  	GO:0016301(InterPro)
  2355 	g107    	GO:0005664(PANTHER)|GO:0005664(InterPro)|GO:0006260(InterPro)|GO:0006270(PANTHER)
  2358 	g26140  	GO:0005515(InterPro)
  2366 	g7689   	GO:0004866(InterPro)|GO:0006511(PANTHER)|GO:0043161(InterPro)|GO:0070628(InterPro)
  2367 	g9588   	GO:0030247(InterPro)
  2368 	g32455  	GO:0005515(InterPro)
  2373 	g33368  	GO:0009058(InterPro)|GO:0030170(InterPro)
  2375 	g5896   	GO:0006952(InterPro)|GO:0016020(InterPro)
  2377 	g32716  	GO:0005509(InterPro)
  2381 	g25890  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  2395 	g27431  	GO:0005524(InterPro)|GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0016887(InterPro)|GO:0016887(PANTHER)
  2398 	g16861  	GO:0003777(PANTHER)|GO:0003777(InterPro)|GO:0005875(PANTHER)|GO:0007018(InterPro)|GO:0007052(PANTHER)|GO:0051231(PANTHER)
  2407 	g6221   	GO:0005515(InterPro)
  2423 	g15619  	GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0010468(InterPro)|GO:0010468(PANTHER)|GO:0048856(PANTHER)
  2424 	g7956   	GO:0004672(InterPro)|GO:0006468(InterPro)
  2429 	g21664  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2444 	g26061  	GO:0003937(InterPro)|GO:0004643(InterPro)|GO:0006164(InterPro)
  2451 	g21360  	GO:0015020(InterPro)
  2453 	g29565  	GO:0003700(InterPro)|GO:0006355(InterPro)
  2460 	g8761   	GO:0004672(InterPro)|GO:0006468(InterPro)
  2465 	g9198   	GO:0005773(PANTHER)
  2466 	g16782  	GO:0006629(InterPro)
  2469 	g19663  	GO:0005515(InterPro)
  2471 	g7793   	GO:0000338(PANTHER)|GO:0019784(PANTHER)|GO:0019784(InterPro)
  2474 	g25078  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  2480 	g5131   	GO:0046872(InterPro)
  2481 	g35747  	GO:0004190(InterPro)|GO:0006508(InterPro)
  2485 	g26235  	GO:0043531(InterPro)
  2486 	g3092   	GO:0030145(InterPro)
  2491 	g22479  	GO:0016226(InterPro)
  2492 	g4151   	GO:0005515(InterPro)
  2495 	g17493  	GO:0000398(PANTHER)|GO:0005634(InterPro)|GO:0005681(PANTHER)
  2496 	g24307  	GO:0004553(InterPro)|GO:0005975(InterPro)
  2498 	g7082   	GO:0005524(InterPro)
  2505 	g19520  	GO:0004535(InterPro)|GO:0030014(InterPro)
  2507 	g30673  	GO:0009570(PANTHER)|GO:0016279(PANTHER)|GO:0018026(PANTHER)
  2508 	g10752  	GO:0016567(InterPro)|GO:0016740(InterPro)
  2509 	g8081   	GO:0003723(InterPro)|GO:0006396(InterPro)|GO:0016779(InterPro)
  2510 	g13919  	GO:0003723(InterPro)
  2514 	g11402  	GO:0046983(InterPro)
  2520 	g16106  	GO:0005515(InterPro)
  2524 	g12519  	GO:0005634(PANTHER)|GO:0005739(PANTHER)|GO:0007005(InterPro)|GO:0007005(PANTHER)
  2525 	g30750  	GO:0000226(InterPro)|GO:0000226(PANTHER)|GO:0005737(PANTHER)|GO:0005819(PANTHER)|GO:0008017(InterPro)|GO:0008017(PANTHER)
  2526 	g13041  	GO:0000306(PANTHER)|GO:0006661(PANTHER)|GO:0006661(InterPro)|GO:0010008(PANTHER)|GO:0070772(InterPro)|GO:0070772(PANTHER)
  2527 	g29653  	GO:0003779(InterPro)
  2529 	g6665   	GO:0003676(InterPro)|GO:0008270(InterPro)
  2530 	g18528  	GO:0009570(InterPro)
  2531 	g21327  	GO:0008696(InterPro)|GO:0030170(InterPro)|GO:0046656(InterPro)
  2535 	g2299   	GO:0004332(InterPro)|GO:0006096(InterPro)
  2537 	g17333  	GO:0005524(InterPro)
  2539 	g18096  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2545 	g27219  	GO:0004045(InterPro)
  2546 	g30414  	GO:0016020(InterPro)|GO:0022857(InterPro)
  2549 	g6023   	GO:0009523(PANTHER)|GO:0009535(PANTHER)
  2558 	g10875  	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
  2560 	g7470   	GO:0007165(InterPro)
  2563 	g28360  	GO:0000244(PANTHER)|GO:0000398(InterPro)|GO:0005681(InterPro)|GO:0005682(PANTHER)|GO:0017070(PANTHER)|GO:0030619(PANTHER)|GO:0030620(PANTHER)|GO:0030623(PANTHER)|GO:0071013(PANTHER)|GO:0097157(PANTHER)
  2571 	g8484   	GO:0016616(InterPro)
  2573 	g34507  	GO:0000166(InterPro)
  2581 	g35674  	GO:0009507(PANTHER)|GO:0070006(PANTHER)
  2586 	g7151   	GO:0009658(PANTHER)|GO:0009707(PANTHER)|GO:0016020(PANTHER)|GO:0045037(PANTHER)
  2589 	g480    	GO:0006631(InterPro)|GO:0045300(InterPro)
  2595 	g22630  	GO:0005544(InterPro)|GO:0005544(PANTHER)|GO:0005886(PANTHER)|GO:0071277(PANTHER)
  2596 	g35324  	GO:0006508(InterPro)|GO:0008234(InterPro)
  2602 	g19273  	GO:0004857(InterPro)
  2605 	g18863  	GO:0007165(InterPro)
  2608 	g11917  	GO:0004185(InterPro)|GO:0006508(InterPro)|GO:0016747(PANTHER)|GO:0019748(PANTHER)
  2614 	g20719  	GO:0000175(PANTHER)
  2616 	g2324   	GO:0005524(InterPro)
  2622 	g30024  	GO:0004185(InterPro)|GO:0006508(InterPro)
  2629 	g29330  	GO:0015074(InterPro)
  2632 	g79     	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006355(PANTHER)
  2633 	g13260  	GO:0000462(PANTHER)|GO:0005730(PANTHER)|GO:0032040(PANTHER)
  2634 	g1241   	GO:0003950(InterPro)
  2635 	g4635   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2641 	g23489  	GO:0004364(PANTHER)|GO:0005737(PANTHER)|GO:0006749(PANTHER)
  2642 	g15805  	GO:0003676(InterPro)
  2649 	g26213  	GO:0000103(PANTHER)|GO:0008441(PANTHER)|GO:0042578(PANTHER)
  2650 	g35296  	GO:0012505(PANTHER)|GO:0016020(PANTHER)
  2651 	g22519  	GO:0005737(PANTHER)|GO:0008113(PANTHER)|GO:0034599(PANTHER)|GO:0036456(PANTHER)
  2657 	g10437  	GO:0005524(InterPro)
  2675 	g26519  	GO:0045892(InterPro)
  2676 	g2381   	GO:0005975(InterPro)|GO:0016301(InterPro)
  2678 	g7416   	GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0006412(PANTHER)|GO:0032543(InterPro)
  2679 	g10978  	GO:0005524(InterPro)
  2684 	g2762   	GO:0071949(InterPro)
  2685 	g33383  	GO:0003680(InterPro)
  2686 	g20777  	GO:0016020(PANTHER)
  2687 	g4175   	GO:0005515(InterPro)
  2689 	g35928  	GO:0003824(InterPro)
  2695 	g17631  	GO:0016491(InterPro)
  2697 	g25726  	GO:0003676(InterPro)|GO:0008270(InterPro)
  2701 	g15467  	GO:0004842(InterPro)|GO:0016567(InterPro)
  2706 	g5408   	GO:0016491(PANTHER)|GO:0016671(InterPro)
  2708 	g35408  	GO:0005737(PANTHER)|GO:0030276(PANTHER)|GO:0031982(PANTHER)|GO:0043231(PANTHER)|GO:0072318(PANTHER)|GO:0072583(PANTHER)
  2709 	g29595  	GO:0003862(InterPro)|GO:0003862(PANTHER)|GO:0009098(PANTHER)|GO:0009098(InterPro)
  2710 	g9514   	GO:0016757(InterPro)
  2711 	g13448  	GO:0005739(PANTHER)|GO:0016554(InterPro)|GO:0080156(PANTHER)
  2712 	g27120  	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006355(PANTHER)
  2713 	g25829  	GO:0005515(InterPro)
  2722 	g30410  	GO:0015074(InterPro)
  2724 	g33590  	GO:0000973(PANTHER)|GO:0003723(PANTHER)|GO:0005643(InterPro)|GO:0006405(PANTHER)|GO:0006606(PANTHER)|GO:0008139(PANTHER)|GO:0017056(PANTHER)|GO:0034398(PANTHER)|GO:0044614(PANTHER)
  2726 	g2630   	GO:0004807(InterPro)
  2732 	g24577  	GO:0004112(InterPro)|GO:0004113(PANTHER)|GO:0009187(PANTHER)
  2734 	g22261  	GO:0006952(InterPro)
  2737 	g15484  	GO:0003676(InterPro)
  2738 	g26765  	GO:0003746(InterPro)|GO:0006414(InterPro)
  2743 	g17991  	GO:0005811(InterPro)|GO:0016104(InterPro)|GO:0016866(InterPro)
  2746 	g34970  	GO:0005515(InterPro)
  2748 	g2805   	GO:0022857(InterPro)
  2753 	g390    	GO:0005515(InterPro)
  2763 	g6066   	GO:0003677(InterPro)
  2765 	g15947  	GO:0004722(PANTHER)|GO:0006470(PANTHER)
  2766 	g25949  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2774 	g29190  	GO:0005515(InterPro)
  2784 	g35505  	GO:0005515(InterPro)
  2790 	g4563   	GO:0005669(InterPro)
  2791 	g11474  	GO:0005515(InterPro)
  2797 	g30256  	GO:0005739(PANTHER)|GO:0032981(PANTHER)
  2799 	g20418  	GO:0043531(InterPro)
  2800 	g4389   	GO:0030247(InterPro)
  2804 	g23345  	GO:0007165(InterPro)
  2807 	g27667  	GO:0000178(PANTHER)|GO:0000460(PANTHER)|GO:0003677(PANTHER)|GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0010468(PANTHER)
  2808 	g14533  	GO:0005634(PANTHER)
  2809 	g32151  	GO:0003677(InterPro)
  2812 	g27205  	GO:0000166(InterPro)|GO:0004815(InterPro)|GO:0005524(InterPro)|GO:0005737(InterPro)|GO:0006422(InterPro)
  2821 	g10909  	GO:0005515(InterPro)
  2823 	g3923   	GO:0003676(InterPro)
  2824 	g7667   	GO:0003972(InterPro)|GO:0006388(InterPro)
  2825 	g22927  	GO:0004842(InterPro)
  2831 	g13118  	GO:0005783(PANTHER)
  2832 	g10701  	GO:0005524(InterPro)
  2839 	g129    	GO:0005524(InterPro)|GO:0140662(InterPro)
  2841 	g8099   	GO:0048364(InterPro)|GO:0048367(InterPro)
  2842 	g26564  	GO:0004190(InterPro)|GO:0006508(InterPro)
  2845 	g24857  	GO:0005634(PANTHER)|GO:0006511(PANTHER)|GO:0061630(PANTHER)
  2846 	g8735   	GO:0006486(InterPro)|GO:0016757(InterPro)
  2847 	g7668   	GO:0005515(InterPro)
  2851 	g28023  	GO:0003677(InterPro)
  2853 	g622    	GO:0005515(InterPro)
  2870 	g13410  	GO:0006952(InterPro)
  2879 	g36732  	GO:0003677(InterPro)
  2881 	g18014  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2885 	g23973  	GO:0005515(InterPro)
  2888 	g3462   	GO:0030247(InterPro)
  2889 	g207    	GO:0005509(InterPro)
  2891 	g28025  	GO:0007166(InterPro)
  2904 	g14003  	GO:0005515(InterPro)
  2905 	g31055  	GO:0005515(InterPro)
  2906 	g20934  	GO:0003676(InterPro)
  2914 	g11091  	GO:0016787(InterPro)
  2915 	g16556  	GO:0003824(InterPro)|GO:0009116(InterPro)
  2918 	g22409  	GO:0005634(PANTHER)|GO:0007165(InterPro)|GO:0045892(PANTHER)
  2919 	g86     	GO:0000413(InterPro)|GO:0003755(InterPro)
  2921 	g6215   	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0022857(InterPro)|GO:0055085(PANTHER)|GO:0055085(InterPro)
  2923 	g34810  	GO:0016020(InterPro)|GO:0016760(InterPro)|GO:0030244(InterPro)
  2924 	g6113   	GO:0005515(InterPro)
  2926 	g21573  	GO:0005515(InterPro)
  2928 	g36901  	GO:0048364(InterPro)|GO:0048367(InterPro)
  2929 	g35307  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  2930 	g32931  	GO:0005524(InterPro)|GO:0006457(InterPro)|GO:0051082(InterPro)
  2935 	g5635   	GO:0004190(InterPro)|GO:0006508(InterPro)
  2937 	g9139   	GO:0005524(InterPro)
  2946 	g18118  	GO:0005634(PANTHER)|GO:0050832(InterPro)
  2947 	g9028   	GO:0034338(PANTHER)|GO:0044255(PANTHER)|GO:0047372(PANTHER)
  2948 	g26922  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  2953 	g32580  	GO:0005198(InterPro)
  2955 	g1003   	GO:0003777(InterPro)|GO:0005524(InterPro)|GO:0007018(InterPro)|GO:0008017(InterPro)
  2963 	g4342   	GO:0043531(InterPro)
  2968 	g27357  	GO:0007064(PANTHER)|GO:0008080(PANTHER)|GO:0031415(PANTHER)
  2971 	g28008  	GO:0008168(InterPro)
  2973 	g4418   	GO:0005515(InterPro)
  2978 	g36010  	GO:0004553(InterPro)|GO:0005975(InterPro)
  2979 	g6220   	GO:0003677(InterPro)|GO:0006260(InterPro)
  2991 	g10863  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  2999 	g8596   	GO:0030170(InterPro)|GO:0031071(InterPro)|GO:0044571(InterPro)
  3002 	g10229  	GO:0046872(InterPro)
  3006 	g15216  	GO:0003677(InterPro)|GO:0006355(InterPro)
  3011 	g10529  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  3014 	g34531  	GO:0003714(InterPro)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0045892(InterPro)|GO:0140110(PANTHER)
  3015 	g5234   	GO:0061630(PANTHER)|GO:0061630(InterPro)|GO:1904294(InterPro)
  3016 	g6701   	GO:0006812(InterPro)|GO:0015297(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:1902600(InterPro)
  3018 	g25094  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  3020 	g6991   	GO:0007165(InterPro)
  3023 	g17900  	GO:0008194(InterPro)
  3026 	g5348   	GO:0005515(InterPro)
  3035 	g24832  	GO:0005515(InterPro)
  3038 	g2799   	GO:0003723(InterPro)|GO:0009451(InterPro)
  3043 	g409    	GO:0008194(InterPro)
  3046 	g14601  	GO:0046488(InterPro)|GO:0052742(InterPro)
  3052 	g9062   	GO:0000724(PANTHER)|GO:0005694(PANTHER)|GO:0005737(PANTHER)|GO:0006268(PANTHER)|GO:0006281(PANTHER)|GO:0006310(PANTHER)|GO:0009378(PANTHER)|GO:0032508(PANTHER)|GO:0043138(PANTHER)
  3053 	g13528  	GO:0006813(PANTHER)|GO:0015079(InterPro)|GO:0015079(PANTHER)|GO:0016020(PANTHER)|GO:0016020(InterPro)|GO:0071805(InterPro)
  3055 	g33744  	GO:0031593(PANTHER)|GO:0036503(PANTHER)|GO:0051787(PANTHER)|GO:0071818(PANTHER)
  3059 	g1295   	GO:0005515(InterPro)
  3060 	g27777  	GO:0005886(PANTHER)
  3061 	g33770  	GO:0004672(InterPro)|GO:0006468(InterPro)
  3071 	g33332  	GO:0004252(InterPro)|GO:0006508(InterPro)
  3074 	g11059  	GO:0004601(InterPro)|GO:0006979(InterPro)
  3082 	g13226  	GO:0005886(PANTHER)
  3083 	g26777  	GO:0006355(InterPro)|GO:0031213(InterPro)
  3084 	g11348  	GO:0005515(InterPro)
